title,departure,destination,type_of_route,review_text,travel_date,review_date,rating,legroom_rating,seat_comfort_rating,entertainment_rating,customer_service_rating,value_rating,cleanliness_rating,check_in_rating,food_rating
Exceptional Empathy,Obihiro,Singapore,Southeast Asia,"I was flying back after a ski accident in Club Med Sahoro which made it impossible to walk with no pain at my knee. With 2 children and a couple of luggages, my husband was struggling. A friend suggested asking for assistance from the airline. Right from the start at Obihiro, they took care of everything. All the crews were informed, connecting flight from Nareda was totally full but everyone from ground to flight did they best to make it easier and comfortable for me. We appreciate all the extra effort and they did it with so much pleasure that I felt bad being such a burden. When we arrived in Singapore, this experience was different. All the arrangement was made but somehow the ground crews gave me the feeling that it was grudging meant to be. The disparity in attitudes were so great that I can only accord the attention and assistance received from Japan sectors were truely exceptional. I am flying next week for work alone, still needing assistance to move around, let’s see if Singapore Airlines is as good as they claim. I will share again. 😃",December 2018,"January 10, 2019",5.0,,,,,,,,
Best Customer Service!!!!,San Francisco,Chitose,International,"After a long flight from SFO to Tokyo, my boyfriend and I were sure we were going to miss our connecting flight to New Chitose (20 minutes to clear customs, transfer bags, and make it to our new gate).  This was the last flight of the night.  Upon leaving the plane, a JAL agent was waiting for me and my boyfriend (with a printed sign with our names).  She said she knew we had a tight connection and rushed us through customs, grabbed our bags for us, and her and a couple other agents helped us navigate to our connecting flight.  They literally carried our bags and ran with us through the airport.  In the US, not only would we have missed our flight, but our bags definitely would not have made it.  This was hands down the most amazing customer service experience!  Japan Airlines for the win!!",January 2019,"January 10, 2019",5.0,,,,,,,,
Amazing meal surpassed only by the exceptional service,Bangkok,Tokyo,North Asia,"Clean New Plane, nice comfortable seat.   Amazing meal as good as any you would find at a great steak house.    The service was exceptional, polite, quite and attentive at all times.   Many other carriers could learn well from observing the JAL crew on this flight.   Could not give them higher marks.

The only two downsides on this were, that in the Business class seat although it was comfortable the lie flat is on an angle -which makes it tough to sleep. And the Internet was not working the entire time—- spotty reception.",January 2019,"January 10, 2019",5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
Family holiday in japan,Sydney,Tokyo,International,"Family of 4. Booked prem/ecom.  PE seats same price as QF disc economy Syd to Nrt.  PE seats excellent, heaps of leg room especially front row.  Food same as economy. Rate JAL P/E best i’ve travelled",December 2018,"January 9, 2019",5.0,,,,,,,,
First rate flight...,Chicago,Tokyo,International,"The only reason for giving four stars instead of five was that the plane felt ready for a refresh.  The wear and tear on the seats and seating areas were apparent.  So that said, I can't recommend the airline highly enough when it comes to service and quality.  The air hosts were all absolutely amazingly attentive.  Their dedication to ensuring that passengers had a comfortable flight was apparent from the moment we boarded until our departure and this was true on both our inbound and outgoing flight.  A pal who travelled first class said it was superior in all respects.  The food was light years better than the food I've experienced on other airlines, the bed was comfortable, the beverage selection was first rate and the flight was smooth and utterly painless.  I arrived in Japan refreshed and ready to explore.  I would absolutely recommend this airline and I would fly with them again in a heartbeat.",November 2018,"January 6, 2019",4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Japan holiday,Melbourne,Tokyo,International,"I couldn’t recommend Japan airlines any more highly. I flew with JAL from Melbourne to Tokyo, Tokyo to Sapporo and then in reverse 
Excellent service, meals, entertainment and comfort",December 2018,"January 5, 2019",5.0,,,,,,,,
Less than appetizing meal,Tokyo,San Diego,International,The flight was excellent save one issue.  The tortoise shell chicken meal was not very good and I was only able to eat a very small portion of it.  The airline claimed it was made by some award winning chef and this meal was picked to be served to economy class passengers.  My advice is to stock up on snacks and eat a large meal before boarding.  I lived in Japan for 10 years and am not a stranger to the cuisine.,January 2019,"January 5, 2019",4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0
Spacious and Courteous,Singapore,Kagoshima,North Asia,"My first time with Japan Airlines has been fab experience especially in terms to the leg room, choice of movies and attitude of the stewardess. Even though a red eye flight they were prompt and not grouchy when I asked them for drinks etc.
I love the efficiency they had compared to the other (apparently)world class airlines we travel by. I would highly recommend Japan airlines. This would definitely be our preferred airline for now.",December 2018,"January 4, 2019",4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0
The best economy class,Jakarta,Tokyo,North Asia,"When traveling in economy class the most important is the seat and legroom. 
This is my first time flying with JAL and I'm amazed how spacious the legroom and I also believed that the seat is wider than other airlines. 

I also find out that one of the toilet is bigger than usual, the toilet have an additional space for baby changing diaper. 

I would highly recommend for everyone that plan to travel with economy class to try JAL",December 2018,"January 2, 2019",5.0,,,,,,,,
Such a helpful staff !,New York City,Tokyo,International,"We were impressed with the helpfulness of the flying attendants! They reacted to a small and big issues with a genuine care. 
Treated us extremely nicely",December 2018,"January 1, 2019",5.0,,,,,,,,
Barely Average — Old Planes & Lame Food,Bangkok,Charlotte,International,"The service on JAL isn't bad. Unfortunately, it's clear that they are operated by the same company as American Airlines, which to me, means they're underfunded. The planes are fairly old, seating is less spacious, food is sub-par, and the movie screens and tech is all outdated. 

All in all, this is still a better airline than say, China Eastern, but that's not saying much. Don't book with JAL expecting better food or service because they are Japanese. This company operates more like American Airlines, which means they're stingy with economy class. They're out to make money more than to please their customers. Qatar is a far better option.",December 2018,"January 1, 2019",3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0
airline,Chitose,Tokyo,Domestic,i experienced very good service from check in to off board.  very typical Japanese hospitality that never went wrong.,December 2018,"December 31, 2018",5.0,4.0,4.0,5.0,5.0,4.0,,5.0,5.0
"Service and food quality, quantity...the best...!",Tokyo,Kuala Lumpur,Southeast Asia,This is Malaysian Airline code share operated by Japan Airline. The food quality and quantity was simply No.1. Never enjoyed airline food...like this...for a long2 time. Very attentive...,December 2018,"December 30, 2018",5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0
